metrics,1550220403136973073,,10.2,,,,,3bfad906-c282-4bf3-9227-cd28259d6b9d,emse/fayol/Mobile4,sensors
metrics,1550220493598011809,,25.1,,,,,8a3f92cf-aebf-43b5-9c9e-7f1862584a6c,emse/fayol/Mobile5,sensors
metrics,1550220649281344011,,,,,,20.8,eefcdb28-7887-469a-a395-7b866cac3a81,emse/fayol/Mobile3,sensors
metrics,1550220676850307829,,43.6,,,,,8c1a3d81-82bc-40d7-9b77-1b2e5abe151c,emse/fayol/Mobile2,sensors
metrics,1550220770977590908,,65.5,,,,,eefcdb28-7887-469a-a395-7b866cac3a81,emse/fayol/Mobile3,sensors
metrics,1550221129292725369,32.7,,,,,,eefcdb28-7887-469a-a395-7b866cac3a81,emse/fayol/Mobile3,sensors
metrics,1550221430947923454,,76.1,,,,,eefcdb28-7887-469a-a395-7b866cac3a81,emse/fayol/Mobile3,sensors
metrics,1550221529197212018,,54.1,,,,,8c1a3d81-82bc-40d7-9b77-1b2e5abe151c,emse/fayol/Mobile2,sensors
metrics,1550221645954646914,,35.2,,,,,8a3f92cf-aebf-43b5-9c9e-7f1862584a6c,emse/fayol/Mobile5,sensors
metrics,1550221790347966151,,,,,,19.3,8a3f92cf-aebf-43b5-9c9e-7f1862584a6c,emse/fayol/Mobile5,sensors
metrics,1550221875322319572,,86.3,,,,,eefcdb28-7887-469a-a395-7b866cac3a81,emse/fayol/Mobile3,sensors
metrics,1550222033171866274,,64.3,,,,,8c1a3d81-82bc-40d7-9b77-1b2e5abe151c,emse/fayol/Mobile2,sensors
metrics,1550222163191683856,,96.3,,,,,eefcdb28-7887-469a-a395-7b866cac3a81,emse/fayol/Mobile3,sensors
metrics,1550222395294999337,,33.4,,,,,3bfad906-c282-4bf3-9227-cd28259d6b9d,emse/fayol/Mobile4,sensors
metrics,1550222401768825482,,47.6,,,,,8a3f92cf-aebf-43b5-9c9e-7f1862584a6c,emse/fayol/Mobile5,sensors
metrics,1550222403187343678,,117.9,,,,,eefcdb28-7887-469a-a395-7b866cac3a81,emse/fayol/Mobile3,sensors
metrics,1550222405247766276,,85.4,,,,,8c1a3d81-82bc-40d7-9b77-1b2e5abe151c,emse/fayol/Mobile2,sensors
metrics,1550222417003948047,,95.9,,,,,8c1a3d81-82bc-40d7-9b77-1b2e5abe151c,emse/fayol/Mobile2,sensors
metrics,1550222467455287943,,45.4,,,,,3bfad906-c282-4bf3-9227-cd28259d6b9d,emse/fayol/Mobile4,sensors
metrics,1550222499044286012,,128.3,,,,,eefcdb28-7887-469a-a395-7b866cac3a81,emse/fayol/Mobile3,sensors
metrics,1550222525276299827,,106.9,,,,,8c1a3d81-82bc-40d7-9b77-1b2e5abe151c,emse/fayol/Mobile2,sensors
metrics,1550222739065706780,,139.5,,,,,eefcdb28-7887-469a-a395-7b866cac3a81,emse/fayol/Mobile3,sensors
metrics,1550222743233426318,,56.2,,,,,3bfad906-c282-4bf3-9227-cd28259d6b9d,emse/fayol/Mobile4,sensors
metrics,1550222789306761141,,,,,,20.8,8c1a3d81-82bc-40d7-9b77-1b2e5abe151c,emse/fayol/Mobile2,sensors
metrics,1550223019183135850,,45.2,,,,,3bfad906-c282-4bf3-9227-cd28259d6b9d,emse/fayol/Mobile4,sensors
metrics,1550223110346197104,39,,,,,,8a3f92cf-aebf-43b5-9c9e-7f1862584a6c,emse/fayol/Mobile5,sensors
metrics,1550223151195016243,,56.4,,,,,3bfad906-c282-4bf3-9227-cd28259d6b9d,emse/fayol/Mobile4,sensors
metrics,1550223197068946737,,116.9,,,,,8c1a3d81-82bc-40d7-9b77-1b2e5abe151c,emse/fayol/Mobile2,sensors
metrics,1550223231242133443,,150.5,,,,,eefcdb28-7887-469a-a395-7b866cac3a81,emse/fayol/Mobile3,sensors
metrics,1550223247477926182,36.7,,,,,,3bfad906-c282-4bf3-9227-cd28259d6b9d,emse/fayol/Mobile4,sensors
metrics,1550223290379305919,40,,,,,,8a3f92cf-aebf-43b5-9c9e-7f1862584a6c,emse/fayol/Mobile5,sensors
metrics,1550223349344204607,33.7,,,,,,eefcdb28-7887-469a-a395-7b866cac3a81,emse/fayol/Mobile3,sensors
metrics,1550223427495875068,37.7,,,,,,3bfad906-c282-4bf3-9227-cd28259d6b9d,emse/fayol/Mobile4,sensors
metrics,1550223449364424842,27.8,,,,,,8c1a3d81-82bc-40d7-9b77-1b2e5abe151c,emse/fayol/Mobile2,sensors
metrics,1550223615584330778,,161.2,,,,,eefcdb28-7887-469a-a395-7b866cac3a81,emse/fayol/Mobile3,sensors
metrics,1550223787527702141,38.9,,,,,,3bfad906-c282-4bf3-9227-cd28259d6b9d,emse/fayol/Mobile4,sensors
metrics,1550223829358021216,,,,,,21.8,eefcdb28-7887-469a-a395-7b866cac3a81,emse/fayol/Mobile3,sensors
metrics,1550223830502859233,41,,,,,,8a3f92cf-aebf-43b5-9c9e-7f1862584a6c,emse/fayol/Mobile5,sensors
metrics,1550223853901977155,,57.7,,,,,8a3f92cf-aebf-43b5-9c9e-7f1862584a6c,emse/fayol/Mobile5,sensors
metrics,1550223889356595856,34.8,,,,,,eefcdb28-7887-469a-a395-7b866cac3a81,emse/fayol/Mobile3,sensors
metrics,1550223929414899202,28.8,,,,,,8c1a3d81-82bc-40d7-9b77-1b2e5abe151c,emse/fayol/Mobile2,sensors
metrics,1550224227311968677,,171.8,,,,,eefcdb28-7887-469a-a395-7b866cac3a81,emse/fayol/Mobile3,sensors
metrics,1550224670383491800,42.1,,,,,,8a3f92cf-aebf-43b5-9c9e-7f1862584a6c,emse/fayol/Mobile5,sensors
metrics,1550224757308113239,,127.9,,,,,8c1a3d81-82bc-40d7-9b77-1b2e5abe151c,emse/fayol/Mobile2,sensors
metrics,1550225009498590514,29.9,,,,,,8c1a3d81-82bc-40d7-9b77-1b2e5abe151c,emse/fayol/Mobile2,sensors
metrics,1550225287661535326,,,,,,19.3,3bfad906-c282-4bf3-9227-cd28259d6b9d,emse/fayol/Mobile4,sensors
metrics,1550225343299916802,,182.4,,,,,eefcdb28-7887-469a-a395-7b866cac3a81,emse/fayol/Mobile3,sensors
metrics,1550225669556447750,,113.5,,,,,8c1a3d81-82bc-40d7-9b77-1b2e5abe151c,emse/fayol/Mobile2,sensors
metrics,1550225681282237194,,99.8,,,,,8c1a3d81-82bc-40d7-9b77-1b2e5abe151c,emse/fayol/Mobile2,sensors
metrics,1550225693283901955,,122.3,,,,,8c1a3d81-82bc-40d7-9b77-1b2e5abe151c,emse/fayol/Mobile2,sensors
metrics,1550225717358018048,,111.7,,,,,8c1a3d81-82bc-40d7-9b77-1b2e5abe151c,emse/fayol/Mobile2,sensors
metrics,1550225765550055440,,88.8,,,,,8c1a3d81-82bc-40d7-9b77-1b2e5abe151c,emse/fayol/Mobile2,sensors
metrics,1550225789566364118,,117.5,,,,,8c1a3d81-82bc-40d7-9b77-1b2e5abe151c,emse/fayol/Mobile2,sensors
metrics,1550225801229503998,,192.4,,,,,eefcdb28-7887-469a-a395-7b866cac3a81,emse/fayol/Mobile3,sensors
metrics,1550225813294352845,,127.7,,,,,8c1a3d81-82bc-40d7-9b77-1b2e5abe151c,emse/fayol/Mobile2,sensors
metrics,1550225873299641350,,117,,,,,8c1a3d81-82bc-40d7-9b77-1b2e5abe151c,emse/fayol/Mobile2,sensors
metrics,1550225945336171292,,128.4,,,,,8c1a3d81-82bc-40d7-9b77-1b2e5abe151c,emse/fayol/Mobile2,sensors
metrics,1550226089592233956,,,,,,21.8,8c1a3d81-82bc-40d7-9b77-1b2e5abe151c,emse/fayol/Mobile2,sensors
metrics,1550226163496568100,,66.6,,,,,3bfad906-c282-4bf3-9227-cd28259d6b9d,emse/fayol/Mobile4,sensors
metrics,1550226196855759207,,202.6,,,,,eefcdb28-7887-469a-a395-7b866cac3a81,emse/fayol/Mobile3,sensors
metrics,1550226218137085719,,67.8,,,,,8a3f92cf-aebf-43b5-9c9e-7f1862584a6c,emse/fayol/Mobile5,sensors
metrics,1550226257562089470,,139.1,,,,,8c1a3d81-82bc-40d7-9b77-1b2e5abe151c,emse/fayol/Mobile2,sensors
metrics,1550226409416325533,,,,,,22.8,eefcdb28-7887-469a-a395-7b866cac3a81,emse/fayol/Mobile3,sensors
metrics,1550226485353163820,,128.7,,,,,8c1a3d81-82bc-40d7-9b77-1b2e5abe151c,emse/fayol/Mobile2,sensors
metrics,1550226556884837795,,213,,,,,eefcdb28-7887-469a-a395-7b866cac3a81,emse/fayol/Mobile3,sensors
metrics,1550226830894430148,41.1,,,,,,8a3f92cf-aebf-43b5-9c9e-7f1862584a6c,emse/fayol/Mobile5,sensors
metrics,1550226869660494648,,144.3,,,,,8c1a3d81-82bc-40d7-9b77-1b2e5abe151c,emse/fayol/Mobile2,sensors
metrics,1550226895854314242,,55.5,,,,,3bfad906-c282-4bf3-9227-cd28259d6b9d,emse/fayol/Mobile4,sensors
metrics,1550226941026686292,,223.1,,,,,eefcdb28-7887-469a-a395-7b866cac3a81,emse/fayol/Mobile3,sensors
metrics,1550227051920490259,,66.3,,,,,3bfad906-c282-4bf3-9227-cd28259d6b9d,emse/fayol/Mobile4,sensors
metrics,1550227169743389078,28.9,,,,,,8c1a3d81-82bc-40d7-9b77-1b2e5abe151c,emse/fayol/Mobile2,sensors
metrics,1550227190916823247,,,,,,20.3,8a3f92cf-aebf-43b5-9c9e-7f1862584a6c,emse/fayol/Mobile5,sensors
metrics,1550227241418704507,,154.7,,,,,8c1a3d81-82bc-40d7-9b77-1b2e5abe151c,emse/fayol/Mobile2,sensors
